Price,Mfg_Year,KM,HP,Quarterly_Tax,Weight,Mfr_Guarantee,Airco,Central_Lock,Powered_Windows,Metallic_Rim
7950,1998,155210,110,69,1050,0,0,1,1,1
7950,1998,155000,72,185,1115,0,0,0,0,0
7450,1998,154900,72,185,1140,0,1,1,1,1
7750,1998,151300,72,185,1150,0,0,0,0,0
6450,1998,151000,110,197,1094,0,1,1,1,1
7900,1998,150000,72,64,1135,0,0,0,0,0
6900,1998,146304,72,185,1115,0,0,0,0,0
5600,1998,146197,86,69,1015,0,0,0,0,0
5950,1998,145996,110,69,1035,0,1,1,1,0
6950,1998,143560,86,69,1045,0,0,0,0,0
7950,1998,139145,73,185,1115,0,0,0,0,0
8950,1998,138500,86,69,1050,0,0,0,0,0
7950,1998,137741,90,185,1135,0,0,0,0,0
9500,1998,137178,90,185,1135,0,0,1,1,0
8600,1998,134889,72,185,1115,1,0,1,1,0
5950,1998,134660,72,64,1135,0,0,0,0,0
7750,1998,134539,110,85,1070,0,1,1,1,0
7950,1998,131500,72,185,1140,0,1,1,1,0
6950,1998,131307,110,69,1050,0,0,0,0,0
7250,1998,130025,110,69,1050,0,0,0,0,0
6500,1998,130000,86,19,1015,0,0,0,0,0
7250,1998,128960,110,85,1070,0,1,1,1,0
9250,1998,128351,110,85,1070,0,1,1,1,0
8250,1998,128006,110,69,1050,1,0,1,1,1
7250,1998,127159,72,185,1115,0,0,0,0,0
5250,1998,126478,110,69,1035,0,1,0,0,1
7900,1998,126000,110,69,1050,0,0,0,0,0
6900,1998,125778,110,69,1050,0,0,0,0,0
7900,1998,125400,110,69,1050,0,0,1,1,0
7250,1998,124910,72,185,1135,0,0,0,0,0
8450,1998,124743,110,69,1050,0,0,1,1,1
7950,1998,124591,110,85,1075,1,1,1,1,0
7950,1998,124057,110,69,1050,1,0,0,0,0
6450,1998,123403,110,69,1050,1,1,1,1,0
6650,1998,123104,110,85,1070,0,0,0,0,0
7950,1998,123077,86,69,1015,0,0,0,0,0
7250,1998,122820,86,69,1040,0,1,1,1,1
7450,1998,122290,110,69,1050,0,0,0,0,1
7950,1998,121900,110,69,1035,0,1,1,1,0
7250,1998,121545,110,85,1070,0,0,0,0,0
8250,1998,120474,72,185,1115,0,0,0,0,0
8950,1998,120263,72,64,1135,0,0,0,0,0
7750,1998,120196,110,69,1050,0,1,1,1,1
8500,1998,120000,110,85,1085,0,0,0,0,1
7750,1998,120000,110,85,1075,0,0,1,1,0
5750,1998,115877,110,69,1035,0,1,0,0,0
6900,1998,115345,110,85,1070,0,0,1,1,0
6500,1998,115157,110,69,1050,0,0,1,1,1
6500,1998,115000,107,85,1100,0,1,0,0,0
7600,1998,114258,86,69,1050,0,0,0,0,0
8950,1998,112963,72,185,1135,1,0,0,0,0
7450,1998,112307,110,85,1070,1,0,1,1,0
7350,1998,112000,86,69,1015,0,0,1,1,0
7750,1998,111602,86,69,1015,0,0,1,1,0
7460,1998,111392,110,197,1083,0,0,1,1,1
9250,1998,110901,110,85,1085,1,1,1,1,0
7250,1998,110887,110,85,1055,0,0,1,1,0
6500,1998,110634,86,69,1015,1,0,1,1,1
6800,1998,110000,110,69,1035,0,1,1,1,0
8700,1998,109540,110,85,1085,1,1,1,1,0
7500,1998,109263,110,85,1070,0,0,0,0,0
7750,1998,107516,110,69,1050,1,0,0,0,0
7950,1998,107108,110,69,1050,0,0,1,1,0
9950,1998,107000,110,69,1050,0,1,1,0,1
6640,1998,106250,110,85,1070,0,0,0,0,0
8750,1998,106150,86,19,1015,0,0,0,0,0
7750,1998,106108,110,69,1050,0,0,1,1,1
5950,1998,105856,86,69,1015,0,0,0,1,0
6750,1998,105152,86,69,1015,0,0,0,0,0
6500,1998,105135,110,69,1050,0,1,0,0,0
8750,1998,104344,110,69,1050,0,1,1,1,0
7950,1998,104150,110,69,1050,0,0,1,1,0
6750,1998,104000,86,69,1010,0,0,0,0,0
7950,1998,103121,86,69,1035,0,0,1,1,0
7950,1998,102300,86,69,1015,0,0,0,0,0
8950,1998,102005,107,85,1105,0,0,1,1,0
7750,1998,102000,86,69,1015,1,0,0,0,0
6450,1998,101855,110,85,1070,0,0,0,0,0
6900,1998,101773,110,69,1050,0,1,0,0,0
8450,1998,101159,110,85,1085,0,0,1,1,0
6750,1998,101000,86,19,1015,0,0,1,1,0
8050,1998,100732,86,69,1030,0,0,0,0,0
9500,1998,100719,110,85,1070,0,1,1,1,0
7750,1998,100487,110,69,1035,1,1,1,1,0
8500,1998,100458,110,85,1085,0,1,0,0,0
7795,1998,100192,110,69,1050,1,1,1,1,1
6490,1998,100123,110,69,1050,1,0,0,0,0
7950,1998,99971,110,69,1050,0,1,1,1,0
6425,1998,99397,86,69,1035,0,0,0,0,0
8950,1998,99374,86,69,1035,0,0,0,0,0
6950,1998,99245,110,19,1114,0,0,1,1,0
8750,1998,98742,110,85,1085,1,0,0,0,0
8450,1998,98154,110,69,1050,0,1,1,1,1
7950,1998,98000,110,19,1065,0,1,1,1,1
7950,1998,97548,86,69,1035,1,0,0,0,1
8900,1998,97534,110,85,1070,0,0,0,0,0
8950,1998,97494,110,85,1085,1,0,1,1,0
8900,1998,97085,110,85,1085,1,0,1,0,0
7950,1998,97000,110,69,1035,1,0,0,0,0
6495,1998,96302,86,69,1015,0,0,0,0,0
7250,1998,96000,86,69,1015,0,0,0,0,1
9250,1998,96000,110,85,1085,1,0,0,0,0
6650,1998,95909,110,85,1070,0,0,0,0,0
6990,1998,95700,110,85,1085,0,0,0,0,0
7750,1998,95651,110,85,1070,0,0,0,0,0
6950,1998,95000,86,69,1035,1,0,0,0,0
7250,1998,94447,110,69,1050,0,0,1,1,0
9950,1998,94079,110,85,1085,1,1,1,1,0
9250,1998,93841,110,85,1070,0,0,0,1,0
7200,1998,93090,86,69,1035,0,0,1,1,0
8250,1998,93066,110,85,1075,0,0,1,1,1
8950,1998,93039,110,69,1050,0,0,1,1,1
8250,1998,93000,110,85,1075,0,1,1,1,0
6250,1998,92830,86,69,1015,0,0,0,0,0
9900,1998,92255,107,85,1105,1,0,1,1,0
7300,1998,92096,86,69,1035,0,1,0,0,0
8950,1998,91921,86,69,1020,0,0,1,1,0
6500,1998,91900,86,69,1015,0,0,1,1,1
7950,1998,91399,110,85,1070,1,0,0,1,0
7450,1998,91082,110,69,1050,1,0,0,0,0
7950,1998,90370,86,69,1035,1,0,0,0,1
8500,1998,90345,86,69,1035,0,0,1,1,0
6950,1998,90305,86,69,1015,0,0,0,0,0
7950,1998,90011,86,69,1045,1,0,0,0,0
6750,1998,90000,86,69,1015,0,0,0,0,0
8450,1998,89983,110,85,1055,1,1,1,1,1
7500,1998,89953,110,19,1114,0,0,0,0,0
8750,1998,89800,72,185,1115,0,0,0,0,0
8750,1998,89739,86,69,1035,1,0,0,0,0
8950,1998,89520,110,69,1050,1,0,0,0,0
7450,1998,89507,86,69,1015,0,0,0,0,0
9200,1998,89096,110,85,1085,0,0,1,0,0
8950,1998,88700,110,69,1050,0,0,0,0,0
7850,1998,88500,110,85,1075,0,1,1,1,0
6950,1998,88186,72,185,1115,0,0,0,0,0
7200,1998,88000,110,69,1050,0,0,1,1,0
7450,1998,87743,110,85,1055,0,0,1,1,0
6750,1998,87613,86,69,1015,0,0,0,0,0
7500,1998,87358,110,69,1050,1,0,1,1,1
7450,1998,87083,110,69,1035,1,1,1,1,0
7950,1998,87000,110,69,1035,1,0,0,0,0
7250,1998,87000,110,69,1035,0,1,0,0,0
7950,1998,87000,86,69,1015,0,0,0,0,0
8250,1998,87000,86,69,1015,0,0,0,0,0
8250,1998,86860,110,85,1075,1,1,1,1,1
6750,1998,86109,110,85,1055,0,1,1,1,0
8750,1998,86000,86,69,1040,0,0,1,1,0
8950,1998,86000,110,19,1050,0,1,1,1,0
8500,1998,85864,72,185,1135,0,1,1,1,0
8250,1998,85565,110,85,1070,0,1,1,1,1
9450,1998,85470,107,85,1080,0,1,0,0,0
7950,1998,85200,110,69,1050,1,0,0,0,0
7900,1998,85000,110,85,1055,1,1,1,1,0
8500,1998,84988,110,69,1050,0,0,0,0,0
8250,1998,84966,110,85,1070,0,1,1,1,0
8250,1998,84472,110,85,1070,1,0,0,0,0
8950,1998,84402,110,69,1035,1,1,1,1,0
7950,1998,84123,110,69,1050,0,0,0,0,0
6950,1998,84000,110,85,1075,0,1,1,1,1
7250,1998,84000,110,19,1065,0,1,0,0,0
7750,1998,84000,110,85,1085,0,0,0,0,0
8700,1998,83850,110,85,1055,0,1,1,1,0
8950,1998,83540,110,85,1070,1,0,0,0,0
6750,1998,83405,110,85,1070,0,0,0,0,0
7500,1998,83291,110,85,1070,0,1,0,0,0
7950,1998,83133,86,69,1015,0,0,0,0,0
8950,1998,83047,86,69,1045,0,0,0,0,0
7950,1998,82700,110,69,1050,0,0,1,1,0
7450,1998,82675,86,69,1015,0,0,0,0,0
5950,1998,82595,86,19,1015,0,0,0,0,0
7750,1998,82256,110,69,1050,0,0,1,1,0
6950,1998,82103,86,69,1015,1,0,0,0,0
8750,1998,82021,86,69,1035,1,0,0,0,0
8950,1998,82000,110,85,1075,0,1,1,1,1
7495,1998,81988,110,85,1070,1,0,1,0,0
7750,1998,81930,110,85,1070,1,0,0,0,0
6950,1998,81663,110,69,1050,0,0,1,1,0
7990,1998,80486,110,85,1070,0,0,0,0,0
7250,1998,80000,110,19,1065,0,1,0,0,0
6900,1998,79000,86,69,1015,0,0,0,0,0
7750,1998,78894,110,85,1070,0,0,0,0,0
7250,1998,78689,110,69,1035,0,0,0,0,0
8950,1998,78435,86,69,1015,0,0,0,0,0
8500,1998,78260,110,69,1050,0,0,0,0,0
7950,1998,78120,110,85,1075,1,0,1,1,0
6950,1998,77000,86,19,1015,0,0,0,0,0
8000,1998,77000,110,69,1050,0,0,1,1,0
7950,1998,76382,110,85,1055,0,0,1,1,0
8500,1998,76268,86,69,1015,1,0,0,0,0
7490,1998,76151,86,69,1015,0,0,0,0,1
8250,1998,76000,110,69,1050,1,0,1,1,1
9250,1998,76000,110,85,1070,0,1,1,1,0
7950,1998,75840,86,69,1035,0,0,0,0,0
9500,1998,75799,110,19,1050,0,0,0,0,0
8950,1998,75525,110,19,1114,0,0,1,1,1
8450,1998,75323,86,69,1050,0,0,0,0,0
7995,1998,75322,110,85,1115,0,0,0,0,0
8750,1998,75226,110,69,1035,0,0,0,0,0
5950,1998,75085,86,69,1035,0,0,0,0,0
8500,1998,75000,110,85,1075,0,1,1,1,0
8950,1998,75000,86,69,1000,1,0,0,0,0
8750,1998,75000,86,69,1000,1,1,1,1,0
7600,1998,74926,110,85,1075,0,0,1,1,0
7145,1998,74785,110,85,1070,0,0,0,0,0
8450,1998,74573,110,85,1085,1,0,0,0,0
5950,1998,74567,86,19,1015,0,0,0,0,0
9000,1998,74196,110,85,1075,0,1,1,1,1
7250,1998,74151,110,69,1050,0,0,0,0,0
7400,1998,74096,110,69,1050,0,0,1,1,0
8800,1998,74093,110,85,1075,1,1,1,1,1
7750,1998,74000,110,69,1050,0,1,0,0,0
7500,1998,74000,86,69,1015,0,0,0,0,0
8450,1998,73638,86,19,1015,0,0,1,1,0
7400,1998,73460,110,85,1070,0,0,0,0,0
7500,1998,73200,110,85,1070,0,0,1,1,0
8950,1998,73116,110,85,1075,0,1,1,1,1
8950,1998,73014,110,85,1075,0,1,1,1,0
7950,1998,72703,110,69,1050,0,0,0,0,0
7950,1998,72328,110,85,1075,0,0,1,1,0
7950,1998,72222,110,85,1070,0,1,1,1,0
8950,1998,72128,107,85,1100,0,0,1,1,0
7750,1998,72090,110,85,1070,1,0,0,0,0
8250,1998,72000,110,69,1035,1,1,1,1,0
7950,1998,72000,110,85,1055,1,0,1,1,0
7750,1998,71900,86,69,1015,1,0,0,0,0
8500,1998,71825,110,85,1075,0,0,1,1,0
6950,1998,71740,110,85,1070,0,0,0,0,0
7500,1998,71500,110,69,1035,0,0,0,0,0
7750,1998,71359,110,69,1050,1,1,0,0,0
5950,1998,71263,86,69,1015,0,0,0,0,0
7500,1998,71186,110,69,1050,0,1,0,0,0
8950,1998,71054,86,69,1045,0,0,0,0,0
7950,1998,71000,110,69,1050,1,0,0,0,0
6900,1998,70939,110,85,1100,0,0,1,1,0
7450,1998,70932,110,69,1050,1,0,1,1,0
8500,1998,70597,107,85,1080,1,0,1,0,0
7500,1998,70482,110,19,1075,0,0,0,0,0
8750,1998,70124,110,69,1050,1,0,1,0,0
7500,1998,70039,110,69,1050,1,0,0,0,0
9950,1998,69904,110,85,1070,0,1,1,1,0
7950,1998,69388,86,69,1010,0,0,0,0,0
9950,1998,69320,110,85,1070,1,1,1,1,0
9250,1998,69000,110,85,1075,0,0,1,1,0
9250,1998,68988,86,69,1035,1,0,0,0,1
9950,1998,68945,110,85,1085,1,1,1,1,0
5950,1998,68285,110,69,1050,1,0,0,1,0
7995,1998,68000,110,85,1075,0,1,1,1,0
8950,1998,68000,86,69,1045,1,0,0,0,0
7450,1998,67451,86,69,1000,0,0,0,0,0
8250,1998,67266,86,69,1035,0,0,1,0,0
8500,1998,67255,110,85,1085,0,0,0,0,0
8500,1998,67100,110,85,1075,0,1,1,1,1
9400,1998,67092,72,185,1115,0,1,1,1,0
7250,1998,66880,110,85,1055,1,0,1,1,1
8950,1998,66855,110,85,1075,0,1,1,1,1
9450,1998,66843,110,85,1075,1,1,1,1,1
8500,1998,66718,110,69,1050,0,1,1,1,0
6750,1998,66168,86,69,1015,1,0,0,0,0
7400,1998,65950,110,85,1070,0,0,0,0,0
8950,1998,65500,86,69,1015,1,0,0,0,0
6900,1998,65307,110,85,1055,1,0,1,1,1
7750,1998,65254,86,69,1015,1,0,0,0,0
8950,1998,65021,72,185,1115,0,0,0,0,0
6950,1998,65006,86,69,1015,0,0,0,0,0
8495,1998,64280,110,69,1035,1,0,0,0,1
10000,1998,64000,107,85,1085,0,0,1,1,0
6999,1998,64000,110,85,1070,0,0,0,0,0
8950,1998,64000,110,85,1055,0,0,1,1,0
8500,1998,63918,110,69,1035,0,0,1,1,0
8750,1998,63634,110,69,1035,0,1,1,1,1
7499,1998,63500,110,69,1050,0,0,1,1,0
9000,1998,63266,110,69,1035,1,1,1,0,0
8950,1998,62595,110,69,1050,1,0,0,0,0
6950,1998,62581,110,85,1075,0,0,1,1,0
8500,1998,62285,110,85,1075,1,1,1,1,1
8450,1998,61906,86,85,1065,0,0,1,1,0
8950,1998,61700,110,85,1070,0,1,0,0,0
8250,1998,61648,110,85,1070,1,0,1,0,0
7950,1998,61626,86,69,1035,0,0,0,0,0
7450,1998,61510,110,69,1035,1,0,0,0,0
9000,1998,61165,107,85,1080,1,1,0,0,0
7150,1998,61000,110,69,1035,0,0,1,1,0
7750,1998,60833,110,69,1035,0,0,0,0,0
5845,1998,60600,86,85,1060,0,0,0,0,0
8500,1998,60483,110,85,1075,1,0,1,1,0
8250,1998,60476,110,19,1114,0,1,1,1,0
9450,1998,60142,110,69,1050,1,0,1,1,0
6750,1998,60050,110,69,1050,0,0,0,0,0
8400,1998,60000,110,69,1050,0,0,1,1,0
7900,1998,60000,110,69,1050,1,0,0,0,0
7950,1998,59815,110,85,1055,0,1,1,1,0
8750,1998,59326,110,85,1085,1,0,0,0,0
9900,1998,59240,110,69,1050,1,1,1,1,0
6495,1998,59164,110,69,1035,0,0,0,0,0
8250,1998,59017,107,85,1080,1,1,1,1,0
6900,1998,58952,110,69,1050,0,1,1,0,0
7500,1998,58454,86,69,1015,0,0,1,1,0
7950,1998,58341,86,69,1030,1,0,0,0,0
8250,1998,58267,110,85,1070,0,0,1,1,1
8950,1998,58000,110,85,1055,0,0,1,1,1
9750,1998,57829,110,19,1050,0,1,1,1,0
8250,1998,57787,86,69,1015,1,0,0,0,0
8900,1998,57628,110,85,1075,0,0,1,1,0
8950,1998,57537,86,69,1050,0,0,0,0,0
6750,1998,57263,110,69,1050,0,0,0,0,1
7950,1998,57144,110,85,1070,1,0,0,0,1
8600,1998,57096,86,69,1025,0,0,1,1,1
7750,1998,57000,86,69,1000,1,0,0,0,0
7800,1998,56566,110,69,1050,0,1,1,1,1
8750,1998,56307,110,69,1050,1,1,1,1,0
9500,1998,56214,86,69,1015,0,0,1,1,0
7750,1998,56132,110,69,1035,0,0,0,0,0
9950,1998,55425,110,85,1075,1,1,1,1,0
7750,1998,54439,86,69,1015,0,0,1,1,0
5950,1998,53809,110,69,1050,0,0,0,0,0
10950,1998,53133,110,85,1070,1,1,0,0,0
9450,1998,52900,110,19,1075,0,0,0,0,0
8250,1998,52700,110,69,1050,0,0,0,1,0
9750,1998,52320,110,85,1070,1,0,1,1,0
7450,1998,52287,110,19,1114,0,0,1,1,0
8750,1998,52000,110,19,1075,0,1,1,1,0
8750,1998,52000,110,69,1050,0,0,0,0,0
8500,1998,52000,110,85,1065,1,0,1,1,0
8950,1998,51874,86,69,1000,0,0,0,0,0
7500,1998,49827,86,69,1035,0,0,1,1,0
7250,1998,49640,110,69,1035,0,0,0,0,0
7450,1998,49580,110,69,1035,0,0,1,1,0
8750,1998,49170,86,69,1045,1,0,0,0,0
9800,1998,48838,110,85,1055,0,0,1,1,0
7500,1998,48576,86,69,1015,1,0,0,0,0
8950,1998,48400,110,85,1075,0,0,1,1,1
8950,1998,48242,86,69,1035,0,0,0,0,0
7450,1998,47955,110,85,1070,0,0,0,0,0
8950,1998,47633,110,85,1075,0,1,0,1,0
10500,1998,47400,86,69,1040,1,0,1,1,0
7000,1998,47360,86,69,1010,0,0,0,0,0
8500,1998,45507,110,69,1050,0,1,1,1,0
7750,1998,45410,86,69,1035,1,0,0,0,0
8950,1998,44850,110,69,1050,0,1,0,0,0
8250,1998,44826,110,85,1075,0,1,1,1,0
9250,1998,44444,110,69,1050,1,1,1,1,1
7900,1998,43720,110,85,1070,0,0,0,0,0
8500,1998,43622,86,69,1000,0,0,1,0,0
7950,1998,43532,110,85,1070,1,0,0,0,0
9950,1998,42800,110,69,1050,1,0,0,0,0
8750,1998,42317,107,85,1100,1,1,1,0,0
7500,1998,42186,110,69,1050,0,0,0,0,0
6950,1998,42000,110,69,1050,0,0,0,0,0
8950,1998,40093,110,19,1114,0,0,1,0,0
8750,1998,39800,107,85,1080,0,0,0,0,0
7750,1998,39168,86,69,1015,1,0,0,0,0
8450,1998,38945,110,69,1050,1,1,1,1,1
8150,1998,36537,110,85,1075,0,0,0,0,0
8500,1998,36000,86,69,1045,0,0,0,0,0
7600,1998,36000,110,69,1050,1,0,1,1,1
7950,1998,35821,86,19,1015,0,0,0,0,0
7750,1998,34717,86,69,1015,0,0,0,0,0
7950,1998,34000,86,69,1000,1,0,0,0,0
9950,1998,30964,110,85,1080,1,1,0,0,0
8950,1998,29000,86,69,1045,1,0,0,0,0
8450,1998,26000,86,69,1015,0,0,0,0,0
8950,1998,24000,86,85,1065,1,0,0,0,0
8450,1998,23000,86,69,1015,0,0,0,0,1
7500,1998,20544,86,69,1025,1,1,1,1,0
10845,1998,19000,86,69,1015,0,0,0,0,0
8500,1998,17016,86,69,1015,0,0,0,0,0
7250,1998,16916,86,69,1015,1,0,0,0,0
6950,1998,1,110,19,1114,0,0,0,0,0
